,carat,cut,color,clarity,depth,table,price,x,y,z
17680,0.36,Premium,H,SI1,59.3,60.0,665,4.65,4.62,2.75
17681,0.3,Very Good,D,VS1,58.0,62.0,666,4.44,4.45,2.58
17682,0.3,Very Good,D,VS1,60.1,58.0,666,4.35,4.37,2.62
17683,0.41,Ideal,G,SI2,61.9,54.0,666,4.81,4.78,2.97
17684,0.37,Premium,I,VS2,61.6,60.0,666,4.61,4.58,2.83
17685,0.37,Ideal,I,VS2,61.7,57.0,666,4.64,4.6,2.85
17686,0.37,Premium,H,SI1,60.4,59.0,666,4.63,4.58,2.78
17687,0.4,Good,D,SI2,63.4,56.0,666,4.67,4.73,2.98
17688,0.4,Very Good,H,SI1,62.8,59.0,666,4.67,4.69,2.94
17689,0.4,Very Good,D,SI2,61.6,59.0,666,4.68,4.74,2.9
17690,0.4,Good,E,SI2,63.2,57.0,666,4.66,4.68,2.95
17691,0.4,Premium,D,SI2,61.9,58.0,666,4.71,4.73,2.92
17692,0.4,Very Good,E,SI2,61.4,57.0,666,4.68,4.74,2.89
17693,0.38,Premium,G,SI1,60.0,60.0,666,4.65,4.72,2.81
17694,0.4,Very Good,E,SI2,62.9,58.0,666,4.7,4.74,2.97
17695,0.4,Premium,D,SI2,61.1,58.0,666,4.73,4.76,2.9
17696,0.38,Ideal,G,SI1,62.4,57.0,666,4.62,4.65,2.89
17697,0.4,Premium,E,SI2,61.4,59.0,666,4.7,4.75,2.9
17698,0.4,Premium,D,SI2,60.4,59.0,666,4.8,4.83,2.91
17699,0.4,Very Good,E,SI2,62.9,59.0,666,4.66,4.69,2.94
17700,0.4,Very Good,H,SI1,62.6,58.0,666,4.68,4.72,2.94
17701,0.4,Premium,D,SI2,62.2,58.0,666,4.71,4.75,2.94
17702,0.4,Very Good,D,SI2,62.8,56.0,666,4.7,4.73,2.96
17703,0.4,Very Good,H,SI1,62.1,62.0,666,4.7,4.73,2.93
17704,0.4,Good,I,VS2,63.8,54.0,666,4.68,4.72,3.0
17705,0.4,Premium,D,SI2,62.4,58.0,666,4.69,4.73,2.94
17706,0.38,Very Good,G,SI1,61.4,61.0,666,4.62,4.66,2.85
17707,0.38,Very Good,G,SI1,62.4,59.0,666,4.59,4.64,2.88
17708,0.4,Very Good,H,SI1,62.9,56.0,666,4.65,4.7,2.94
17709,0.4,Premium,D,SI2,62.1,60.0,666,4.69,4.75,2.93
17710,0.33,Ideal,G,VS1,61.6,57.0,666,4.41,4.45,2.73
17711,0.33,Premium,G,VS1,60.3,59.0,666,4.44,4.52,2.7
17712,0.33,Ideal,F,VS2,60.5,55.0,666,4.47,4.55,2.73
17713,0.33,Ideal,F,VS2,62.3,56.0,666,4.41,4.45,2.76
17714,0.33,Premium,G,VS1,61.6,58.0,666,4.39,4.44,2.72
17715,0.33,Ideal,F,VS2,62.1,55.0,666,4.45,4.47,2.77
17716,0.33,Good,G,VS1,63.1,57.0,666,4.38,4.4,2.77
17717,0.33,Ideal,H,VVS2,60.9,57.0,666,4.48,4.52,2.74
17718,0.33,Very Good,F,VS2,61.2,58.0,666,4.45,4.5,2.74
17719,0.33,Ideal,G,VS1,61.8,56.0,666,4.42,4.45,2.74
17720,0.33,Ideal,G,VS1,62.3,57.0,666,4.38,4.42,2.74
17721,0.33,Ideal,F,VS2,62.3,56.0,666,4.43,4.46,2.77
17722,0.33,Very Good,F,VS2,62.4,57.0,666,4.39,4.43,2.75
17723,0.33,Premium,H,VVS2,61.6,58.0,666,4.42,4.45,2.73
17724,0.33,Premium,G,VS1,61.8,59.0,666,4.39,4.45,2.73
17725,0.33,Ideal,H,VVS2,61.7,56.0,666,4.41,4.44,2.73
17726,0.33,Ideal,H,VVS2,61.9,57.0,666,4.41,4.44,2.74
17727,0.33,Ideal,G,VS1,61.9,55.0,666,4.41,4.44,2.74
17728,0.33,Ideal,G,VS1,62.1,55.0,666,4.43,4.46,2.76
17729,0.33,Ideal,G,VS1,61.9,56.0,666,4.44,4.48,2.76
17730,0.33,Premium,F,VS2,60.8,58.0,666,4.44,4.47,2.71
17731,0.33,Premium,F,VS2,62.1,59.0,666,4.39,4.44,2.74
17732,0.33,Premium,F,VS2,60.1,58.0,666,4.45,4.47,2.68
17733,0.33,Ideal,F,VS2,62.3,55.0,666,4.42,4.47,2.77
17734,0.33,Premium,F,VS2,62.1,59.0,666,4.4,4.45,2.75
17735,0.33,Ideal,G,VS1,62.4,56.0,666,4.43,4.45,2.77
17736,0.33,Premium,F,VS2,62.2,58.0,666,4.43,4.44,2.76
17737,0.33,Ideal,H,VVS2,61.9,55.0,666,4.45,4.47,2.76
17738,0.24,Very Good,E,VS1,61.5,57.0,357,3.99,4.07,2.48
17739,0.23,Very Good,D,VS1,61.8,57.0,357,3.9,3.93,2.42
17740,0.25,Ideal,H,SI1,62.8,54.0,357,4.05,4.07,2.55
17741,0.27,Ideal,G,SI2,62.3,55.0,361,4.14,4.18,2.59
17742,0.25,Good,E,VS1,63.3,60.0,361,3.99,4.04,2.54
17743,0.25,Fair,E,VS1,55.2,64.0,361,4.21,4.23,2.33
17744,0.23,Very Good,D,VS2,62.7,58.0,362,3.86,3.89,2.43
17745,0.24,Very Good,E,VS2,64.1,59.0,362,3.88,3.92,2.5
17746,0.26,Ideal,H,SI2,62.5,53.0,362,4.09,4.13,2.57
17747,0.25,Ideal,G,SI1,62.3,53.0,363,4.06,4.09,2.54
17748,0.31,Very Good,J,SI1,62.7,59.0,363,4.29,4.32,2.7
17749,0.31,Good,J,SI1,63.5,55.0,363,4.3,4.33,2.74
17750,0.24,Ideal,G,SI1,62.2,54.0,364,3.97,4.0,2.48
17751,0.23,Ideal,G,SI1,62.1,53.0,364,3.93,3.96,2.45
17752,0.32,Premium,J,SI1,62.2,59.0,365,4.37,4.41,2.73
17753,0.33,Ideal,J,SI2,62.4,54.0,366,4.43,4.45,2.77
17754,0.24,Very Good,E,VS2,64.5,57.0,367,3.88,3.93,2.52
17755,0.24,Very Good,D,VS1,61.1,60.0,367,3.96,3.99,2.43
17756,0.3,Ideal,I,SI2,61.9,56.0,367,4.3,4.32,2.67
17757,0.3,Ideal,G,SI1,62.3,56.0,432,4.29,4.32,2.68
17758,0.3,Ideal,G,SI1,61.6,57.0,432,4.29,4.34,2.66
17759,0.3,Ideal,G,SI1,60.6,56.0,432,4.35,4.4,2.65
17760,0.24,Ideal,I,VVS1,62.3,57.0,432,3.98,3.95,2.47
17761,0.24,Ideal,J,VVS2,62.8,57.0,432,3.96,3.94,2.48
17762,0.3,Good,H,SI1,63.7,57.0,432,4.26,4.28,2.72
17763,0.32,Good,I,SI1,63.1,56.0,432,4.36,4.39,2.76
17764,0.32,Very Good,I,SI1,62.9,58.0,432,4.33,4.35,2.73
17765,0.32,Very Good,I,SI1,62.8,58.0,432,4.34,4.39,2.74
17766,0.3,Good,H,SI1,63.4,60.0,432,4.23,4.25,2.69
17767,0.3,Very Good,H,SI1,60.9,59.0,432,4.29,4.31,2.62
17768,0.3,Very Good,H,SI1,62.9,59.0,432,4.24,4.28,2.68
17769,0.3,Very Good,H,SI1,62.9,57.0,432,4.22,4.27,2.67
17770,0.32,Good,I,SI1,63.9,55.0,432,4.34,4.36,2.78
17771,0.32,Premium,I,SI1,61.0,59.0,432,4.36,4.39,2.67
17772,0.3,Good,H,SI1,63.3,56.0,432,4.27,4.29,2.71
17773,0.32,Ideal,I,SI1,62.4,57.0,432,4.35,4.37,2.72
17774,0.32,Premium,I,SI1,62.7,58.0,432,4.34,4.37,2.73
17775,0.3,Good,H,SI1,63.8,55.0,432,4.2,4.26,2.7
17776,0.3,Very Good,H,SI1,60.1,55.0,432,4.38,4.41,2.64
17777,0.3,Very Good,H,SI1,62.5,57.0,432,4.25,4.29,2.67
17778,0.24,Very Good,H,VVS2,60.7,58.0,432,4.04,4.07,2.46
17779,0.33,Very Good,G,VS1,62.8,58.0,666,4.38,4.41,2.76
17780,0.33,Very Good,H,VVS2,62.4,60.0,666,4.39,4.42,2.75
17781,0.33,Ideal,G,VS1,62.1,55.0,666,4.43,4.46,2.76
17782,0.33,Ideal,F,VS2,61.4,57.0,666,4.45,4.48,2.74
17783,0.33,Ideal,G,VS1,62.1,54.0,666,4.45,4.47,2.77
17784,0.33,Ideal,F,VS2,61.9,55.0,666,4.43,4.46,2.75
17785,0.33,Ideal,F,VS2,61.6,55.0,666,4.45,4.48,2.75
17786,0.33,Ideal,G,VS1,61.9,54.0,666,4.44,4.48,2.76
17787,0.33,Ideal,G,VS1,62.1,54.0,666,4.42,4.47,2.76
17788,0.33,Premium,G,VS1,61.9,59.0,666,4.43,4.45,2.75
17789,0.33,Premium,G,VS1,61.3,58.0,666,4.42,4.45,2.72
17790,0.33,Very Good,G,VS1,62.9,57.0,666,4.38,4.43,2.77
17791,0.33,Ideal,F,VS2,62.6,55.0,666,4.4,4.42,2.76
17792,0.33,Ideal,G,VS1,60.1,55.0,666,4.5,4.55,2.72
17793,0.33,Premium,G,VS1,59.2,59.0,666,4.51,4.54,2.68
17794,0.33,Ideal,F,VS2,61.2,54.0,666,4.47,4.49,2.74
17795,0.33,Very Good,G,VS1,60.1,61.0,666,4.44,4.48,2.68
17796,0.31,Very Good,F,VS2,61.4,58.4,667,4.37,4.4,2.69
17797,0.41,Very Good,E,SI1,63.2,57.0,667,4.69,4.74,2.98
17798,0.4,Very Good,D,SI1,63.4,58.0,667,4.64,4.67,2.95
17799,0.27,Ideal,F,VVS2,61.2,58.0,667,4.15,4.19,2.55
17800,0.4,Ideal,I,VS2,62.6,54.0,667,4.74,4.75,2.97
17801,0.4,Ideal,I,VS2,62.4,53.0,667,4.75,4.77,2.97
17802,0.4,Ideal,I,VS2,62.4,54.0,667,4.73,4.76,2.96
17803,0.4,Ideal,I,VS2,62.2,55.0,667,4.73,4.75,2.95
17804,0.35,Ideal,E,SI1,60.7,56.0,667,4.57,4.59,2.78
17805,0.4,Good,H,SI1,62.0,61.0,667,4.69,4.73,2.92
17806,0.4,Good,D,SI1,60.3,61.0,667,4.74,4.78,2.87
17807,0.36,Very Good,H,VVS2,61.3,55.0,668,4.58,4.64,2.81
17808,0.33,Very Good,F,VS1,59.3,56.0,668,4.49,4.55,2.68
17809,0.38,Ideal,I,SI1,61.5,56.0,668,4.67,4.7,2.88
17810,0.34,Ideal,I,IF,62.2,53.5,668,4.5,4.52,2.8
17811,0.24,Premium,E,VVS1,60.3,61.0,668,4.06,4.03,2.44
17812,0.24,Premium,D,VVS2,59.5,62.0,668,4.06,4.04,2.41
17813,0.24,Premium,D,VVS2,58.8,58.0,668,4.08,4.05,2.39
17814,0.33,Premium,H,VS2,60.4,60.0,668,4.52,4.48,2.72
17815,0.33,Premium,I,VS1,61.1,59.0,668,4.47,4.44,2.72
17816,0.33,Very Good,I,VS1,63.2,57.0,668,4.4,4.37,2.77
17817,0.33,Very Good,I,VS1,63.1,56.0,668,4.4,4.38,2.77
17818,0.33,Ideal,I,VS1,61.6,57.0,668,4.46,4.41,2.73
17819,0.33,Premium,I,VS1,61.6,60.0,668,4.45,4.42,2.73
17820,0.33,Ideal,H,VS2,61.2,55.0,668,4.47,4.45,2.73
17821,0.33,Ideal,H,VS2,60.7,57.0,668,4.48,4.45,2.71
17822,0.33,Premium,H,VS2,62.0,59.0,668,4.44,4.4,2.74
17823,0.33,Good,H,VS2,63.8,55.0,668,4.44,4.4,2.82
17824,0.33,Ideal,H,VS2,62.2,57.0,668,4.46,4.42,2.76
17825,0.33,Premium,H,VS2,62.3,58.0,668,4.41,4.38,2.74
17826,0.28,Very Good,E,VVS2,63.2,56.0,669,4.17,4.21,2.65
17827,0.29,Premium,G,VVS1,62.0,58.0,669,4.23,4.19,2.61
17828,0.35,Ideal,G,SI1,61.3,56.0,669,4.56,4.54,2.79
17829,0.35,Very Good,D,SI2,63.3,55.0,669,4.49,4.45,2.83
17830,0.35,Premium,D,SI2,60.8,58.0,669,4.57,4.51,2.76
17831,0.35,Premium,G,SI1,60.3,60.0,669,4.59,4.57,2.76
17832,0.35,Premium,D,SI2,62.3,58.0,669,4.54,4.48,2.81
17833,0.35,Ideal,D,SI2,62.2,56.0,669,4.55,4.52,2.82
17834,0.35,Ideal,D,SI2,62.4,55.0,669,4.54,4.53,2.83
17835,0.35,Premium,G,SI1,60.6,58.0,669,4.6,4.58,2.78
17836,0.29,Ideal,E,VVS2,62.0,55.0,669,4.25,4.27,2.64
17837,0.29,Ideal,F,VVS1,60.9,57.0,669,4.29,4.32,2.62
17838,0.29,Ideal,E,VVS1,62.7,55.0,669,4.2,4.22,2.64
17839,0.43,Good,D,SI2,63.4,57.0,669,4.78,4.81,3.04
17840,0.43,Good,E,SI2,63.6,55.0,669,4.8,4.83,3.06
17841,0.43,Good,D,SI2,63.1,59.0,669,4.8,4.81,3.03
17842,0.43,Ideal,H,SI1,62.1,57.0,669,4.77,4.83,2.98
17843,0.43,Good,E,SI2,63.4,57.0,669,4.77,4.82,3.04
17844,0.3,Very Good,D,VS2,62.5,57.0,670,4.26,4.28,2.67
17845,0.42,Very Good,H,SI1,61.5,54.0,670,4.87,4.89,3.0
17846,0.39,Ideal,H,VS2,62.0,54.4,670,4.67,4.72,2.91
17847,0.3,Ideal,D,VS2,62.3,58.0,670,4.25,4.29,2.66
17848,0.3,Ideal,D,VS2,61.2,57.0,670,4.29,4.34,2.64
17849,0.3,Ideal,D,VS2,61.4,54.0,670,4.34,4.39,2.68
17850,0.3,Ideal,D,VS2,60.6,58.0,670,4.31,4.33,2.62
17851,0.3,Ideal,D,VS2,61.5,58.0,670,4.27,4.31,2.64
17852,0.3,Ideal,D,VS2,61.4,58.0,670,4.29,4.31,2.64
17853,0.3,Ideal,D,VS2,61.3,56.0,670,4.32,4.36,2.66
17854,0.3,Ideal,D,VS2,61.6,56.0,670,4.31,4.36,2.67
17855,0.3,Ideal,E,VS1,61.9,56.0,670,4.28,4.31,2.66
17856,0.3,Ideal,E,VS1,61.8,56.0,670,4.32,4.35,2.68
17857,0.3,Ideal,E,VS1,62.1,58.0,670,4.27,4.3,2.66
17858,0.3,Ideal,D,SI1,61.3,57.0,670,4.34,4.37,2.67
17859,0.39,Very Good,F,SI1,61.3,62.0,670,4.68,4.71,2.88
17860,0.39,Very Good,E,SI1,59.1,59.0,670,4.76,4.81,2.83
17861,0.43,Very Good,E,SI2,59.9,57.0,671,4.88,4.94,2.94
17862,0.31,Ideal,G,VVS2,61.4,57.0,671,4.38,4.42,2.69
17863,0.31,Ideal,G,VVS2,61.7,57.0,671,4.36,4.39,2.7
17864,0.31,Ideal,G,VVS2,61.5,57.0,671,4.32,4.36,2.67
17865,0.31,Ideal,H,VVS1,62.0,55.0,671,4.34,4.37,2.7
17866,0.31,Ideal,H,VVS1,60.9,56.0,671,4.4,4.42,2.69
17867,0.37,Ideal,G,VS2,61.4,56.0,671,4.63,4.65,2.85
17868,0.32,Ideal,D,VS2,62.1,53.0,671,4.42,4.44,2.75
17869,0.32,Ideal,D,VS2,61.2,56.0,671,4.38,4.41,2.69
17870,0.38,Ideal,H,SI1,62.0,54.0,671,4.66,4.72,2.91
17871,0.41,Very Good,G,SI1,62.8,58.0,671,4.72,4.74,2.97
17872,0.33,Very Good,G,VVS2,63.0,56.0,672,4.42,4.47,2.8
17873,0.32,Very Good,G,VVS2,61.3,57.0,672,4.39,4.43,2.7
17874,0.32,Very Good,H,VVS1,62.3,56.0,672,4.35,4.37,2.72
17875,0.32,Very Good,H,VVS1,61.2,57.0,672,4.39,4.42,2.69
17876,0.32,Very Good,H,VVS1,61.7,56.0,672,4.4,4.43,2.72
17877,0.38,Very Good,F,SI1,61.7,58.0,672,4.66,4.73,2.89
17878,0.39,Very Good,E,SI2,59.1,56.0,672,4.76,4.82,2.83
17879,0.45,Ideal,J,VS2,61.4,55.0,672,4.94,4.97,3.04
17880,0.27,Ideal,G,IF,61.0,56.0,672,4.17,4.19,2.55
17881,0.32,Ideal,H,VS1,62.7,56.0,672,4.42,4.39,2.76
17882,0.32,Premium,H,VS1,61.6,59.0,672,4.39,4.37,2.7
17883,0.32,Premium,G,VS2,60.1,61.0,672,4.44,4.41,2.66
17884,0.32,Ideal,G,VS2,62.0,57.0,672,4.41,4.37,2.72
17885,0.32,Ideal,G,VS2,62.1,56.0,672,4.4,4.36,2.72
17886,0.32,Premium,E,SI1,60.4,61.0,672,4.42,4.39,2.66
17887,0.32,Very Good,E,SI1,63.1,54.0,672,4.41,4.37,2.77
17888,0.32,Very Good,E,SI1,63.5,56.0,672,4.38,4.34,2.77
17889,0.32,Very Good,E,SI1,63.1,56.0,672,4.37,4.34,2.75
17890,0.35,Premium,E,SI2,59.9,61.0,672,4.59,4.56,2.74
17891,0.34,Premium,H,VVS1,61.2,58.0,672,4.48,4.51,2.75
17892,0.4,Good,G,SI2,60.6,55.8,672,4.76,4.82,2.91
17893,0.42,Ideal,J,VVS2,61.7,54.0,673,4.83,4.86,2.99
17894,0.29,Ideal,G,VVS1,60.2,56.0,673,4.29,4.33,2.59
17895,0.29,Ideal,G,VVS1,61.5,56.0,673,4.25,4.28,2.62
17896,0.29,Ideal,G,VVS1,62.4,56.0,673,4.22,4.24,2.64
17897,0.32,Ideal,G,VS2,62.1,55.0,673,4.36,4.39,2.71
17898,0.3,Ideal,E,VS2,61.5,55.0,673,4.3,4.34,2.66
17899,0.3,Ideal,F,VS1,61.9,55.0,673,4.28,4.3,2.66
17900,0.3,Ideal,E,VS1,62.0,53.0,673,4.31,4.33,2.68
17901,0.4,Ideal,F,SI2,61.9,57.0,673,4.71,4.73,2.92
17902,0.4,Ideal,E,SI1,62.2,54.0,673,4.74,4.78,2.96
17903,0.29,Ideal,G,IF,60.6,57.0,673,4.28,4.31,2.6
17904,0.29,Ideal,G,IF,61.3,55.0,673,4.25,4.28,2.61
17905,0.3,Ideal,G,VS1,61.1,56.0,673,4.36,4.35,2.66
17906,0.3,Fair,G,VS1,64.4,61.0,673,4.2,4.16,2.69
17907,0.3,Premium,F,VS2,61.4,55.0,673,4.37,4.32,2.67
17908,0.3,Premium,F,VS2,61.8,60.0,673,4.3,4.27,2.65
17909,0.36,Ideal,E,VS2,61.1,57.0,673,4.56,4.61,2.8
17910,0.32,Premium,I,IF,60.3,58.0,673,4.41,4.45,2.67
17911,0.32,Ideal,I,IF,60.8,54.0,673,4.44,4.47,2.71
17912,0.32,Ideal,I,IF,62.2,57.0,673,4.35,4.37,2.71
17913,0.32,Very Good,I,IF,61.9,59.0,673,4.37,4.39,2.71
17914,0.34,Very Good,H,VVS2,63.1,57.0,674,4.41,4.49,2.81
17915,0.29,Very Good,E,VVS2,60.9,57.0,674,4.29,4.32,2.62
17916,0.41,Ideal,J,VS1,62.0,53.6,674,4.75,4.79,2.96
17917,0.41,Ideal,J,VS1,61.6,55.1,674,4.75,4.8,2.95
17918,0.31,Very Good,F,VS1,62.0,56.0,675,4.32,4.35,2.69
17919,0.31,Very Good,F,VS1,60.9,56.0,675,4.37,4.38,2.66
17920,0.31,Very Good,F,VS1,60.6,55.0,675,4.41,4.43,2.67
17921,0.33,Ideal,I,IF,62.0,54.0,675,4.46,4.48,2.77
17922,0.33,Ideal,I,IF,61.7,55.0,675,4.45,4.49,2.76
17923,0.33,Ideal,I,IF,61.1,56.0,675,4.45,4.49,2.73
17924,0.42,Fair,D,SI1,64.7,61.0,675,4.7,4.73,3.05
17925,0.4,Premium,J,SI1,61.4,58.0,675,4.79,4.76,2.93
17926,0.3,Very Good,G,VS2,63.5,55.0,675,4.25,4.22,2.69
17927,0.3,Premium,E,SI1,62.4,58.0,675,4.28,4.24,2.66
17928,0.3,Premium,E,SI1,62.7,60.0,675,4.28,4.24,2.67
17929,0.3,Premium,E,SI1,60.6,58.0,675,4.34,4.3,2.62
17930,0.3,Premium,E,SI1,59.5,58.0,675,4.42,4.39,2.62
17931,0.3,Good,E,SI1,63.7,59.0,675,4.27,4.21,2.7
17932,0.3,Premium,E,SI1,61.8,60.0,675,4.28,4.23,2.63
17933,0.3,Premium,H,VS1,61.4,59.0,675,4.33,4.3,2.65
17934,0.3,Premium,I,VVS2,61.8,58.0,675,4.33,4.28,2.66
17935,0.3,Premium,I,VVS2,61.7,58.0,675,4.37,4.28,2.67
17936,0.3,Premium,I,VVS2,61.0,60.0,675,4.36,4.3,2.64
17937,0.3,Very Good,I,VVS2,60.1,63.0,675,4.31,4.28,2.58
17938,0.3,Premium,I,VVS2,61.9,61.0,675,4.32,4.28,2.66
17939,0.3,Ideal,H,VS1,62.3,55.0,675,4.34,4.29,2.69
17940,0.3,Ideal,H,VS1,61.6,57.0,675,4.33,4.3,2.66
17941,0.3,Premium,H,VS1,60.4,61.0,675,4.34,4.3,2.61
17942,0.3,Ideal,H,VS1,61.3,56.0,675,4.33,4.31,2.65
17943,0.3,Ideal,H,VS1,62.1,54.0,675,4.35,4.32,2.69
17944,0.3,Ideal,H,VS1,61.4,54.0,675,4.37,4.33,2.67
17945,0.3,Very Good,H,VS1,63.3,56.0,675,4.3,4.26,2.71
17946,0.3,Premium,H,VS1,60.4,61.0,675,4.31,4.27,2.59
17947,0.3,Premium,H,VS1,62.5,58.0,675,4.34,4.27,2.69
17948,0.3,Premium,H,VS1,62.3,58.0,675,4.28,4.26,2.66
17949,0.3,Good,H,VS1,63.9,55.0,675,4.28,4.26,2.73
17950,0.3,Premium,H,VS1,62.0,58.0,675,4.28,4.24,2.64
17951,0.3,Premium,H,VS1,62.2,60.0,675,4.29,4.23,2.65
17952,0.3,Very Good,H,VS1,63.1,57.0,675,4.26,4.24,2.68
17953,0.3,Ideal,H,VS1,62.5,56.0,675,4.27,4.24,2.66
17954,0.3,Ideal,H,VS1,62.9,56.0,675,4.27,4.22,2.67
17955,0.3,Premium,G,VS2,60.6,60.0,675,4.34,4.3,2.62
17956,0.3,Ideal,G,VS2,61.7,56.0,675,4.35,4.31,2.67
17957,0.3,Premium,G,VS2,61.9,58.0,675,4.33,4.3,2.67
17958,0.3,Good,G,VS2,63.9,55.0,675,4.28,4.27,2.73
17959,0.3,Ideal,G,VS2,62.5,53.0,675,4.3,4.27,2.68
17960,0.3,Ideal,G,VS2,61.3,56.0,675,4.33,4.28,2.64
17961,0.3,Premium,G,VS2,61.6,60.0,675,4.33,4.28,2.65
17962,0.3,Ideal,G,VS2,63.0,55.0,675,4.31,4.29,2.71
17963,0.3,Premium,G,VS2,60.6,61.0,675,4.32,4.29,2.61
17964,0.3,Premium,G,VS2,62.2,60.0,675,4.25,4.24,2.64
17965,0.3,Very Good,G,VS2,63.1,56.0,675,4.28,4.25,2.69
17966,0.3,Very Good,G,VS2,63.5,54.0,675,4.28,4.25,2.71
17967,0.3,Ideal,G,VS2,62.2,57.0,675,4.32,4.26,2.67
17968,0.3,Ideal,E,SI1,61.9,57.0,675,4.33,4.29,2.67
17969,0.3,Very Good,E,SI1,63.2,56.0,675,4.3,4.27,2.71
17970,0.3,Premium,E,SI1,61.3,60.0,675,4.31,4.27,2.63
17971,0.3,Ideal,E,SI1,62.9,57.0,675,4.32,4.27,2.7
17972,0.3,Premium,E,SI1,61.7,56.0,675,4.29,4.27,2.64
17973,0.3,Premium,E,SI1,62.1,60.0,675,4.29,4.27,2.66
17974,0.3,Ideal,E,SI1,62.9,57.0,675,4.3,4.25,2.69
17975,0.3,Very Good,E,SI1,63.2,57.0,675,4.3,4.25,2.7
17976,0.3,Ideal,E,SI1,62.9,56.0,675,4.31,4.24,2.69
17977,0.3,Premium,E,SI1,62.5,60.0,675,4.27,4.24,2.66
17978,0.3,Good,E,SI1,63.7,58.0,675,4.27,4.24,2.71
17979,0.3,Very Good,E,SI1,63.4,56.0,675,4.25,4.23,2.69
17980,0.24,Premium,H,VVS1,60.8,59.0,432,4.0,4.02,2.44
17981,0.33,Ideal,H,SI2,61.1,57.0,433,4.46,4.48,2.73
17982,0.33,Ideal,H,SI2,61.3,55.0,433,4.48,4.49,2.75
17983,0.33,Ideal,H,SI2,61.4,55.0,433,4.47,4.49,2.75
17984,0.23,Very Good,H,VVS1,61.6,56.0,434,3.94,3.97,2.43
17985,0.28,Very Good,E,VS1,62.8,60.0,434,4.16,4.21,2.63
17986,0.26,Ideal,H,VS2,62.1,55.0,434,4.08,4.1,2.54
17987,0.26,Ideal,I,VS1,62.1,55.0,434,4.11,4.13,2.56
17988,0.32,Ideal,H,SI2,60.9,56.0,434,4.41,4.45,2.7
17989,0.32,Ideal,H,SI1,61.5,55.0,434,4.41,4.43,2.72
17990,0.33,Premium,G,SI2,62.6,58.0,434,4.4,4.42,2.76
17991,0.33,Very Good,J,VS1,62.8,58.0,434,4.38,4.41,2.76
17992,0.33,Very Good,G,SI2,62.9,55.0,434,4.41,4.46,2.79
17993,0.33,Good,I,SI1,63.6,53.0,434,4.4,4.43,2.81
17994,0.33,Ideal,G,SI2,61.9,56.0,434,4.41,4.45,2.74
17995,0.33,Premium,F,SI2,62.3,58.0,434,4.4,4.43,2.75
17996,0.33,Premium,I,SI1,60.4,59.0,434,4.5,4.54,2.73
17997,0.33,Ideal,J,VS1,62.1,55.0,434,4.41,4.44,2.75
17998,0.29,Ideal,J,VS1,61.8,56.0,435,4.23,4.26,2.62
17999,0.31,Ideal,E,SI2,61.7,56.0,435,4.35,4.4,2.7
18000,0.31,Very Good,E,SI2,60.8,61.0,435,4.39,4.43,2.68
18001,0.31,Very Good,I,VS2,62.3,57.0,435,4.32,4.35,2.7
18002,0.3,Premium,E,SI1,62.3,58.0,675,4.32,4.29,2.68
18003,0.33,Very Good,E,VS2,60.6,58.0,675,4.45,4.49,2.71
18004,0.32,Very Good,G,VVS1,60.9,57.0,676,4.41,4.44,2.69
18005,0.35,Ideal,G,VVS2,61.9,57.0,676,4.49,4.52,2.79
18006,0.31,Ideal,G,VVS1,60.2,58.0,676,4.37,4.43,2.65
18007,0.41,Good,F,SI1,58.4,58.0,676,4.91,4.96,2.88
18008,0.39,Ideal,E,SI1,62.0,56.0,676,4.72,4.65,2.91
18009,0.29,Ideal,E,SI1,60.4,54.0,677,4.32,4.36,2.62
18010,0.24,Ideal,F,VVS2,61.0,56.0,678,4.05,4.08,2.48
18011,0.24,Ideal,F,VVS2,62.0,57.0,678,3.99,4.02,2.48
18012,0.24,Ideal,F,VVS2,62.1,56.0,678,3.96,3.99,2.46
18013,0.24,Ideal,E,VVS2,61.6,56.0,678,4.01,4.04,2.48
18014,0.24,Ideal,F,VVS1,62.0,56.0,678,3.99,4.01,2.48
18015,0.24,Ideal,F,VVS1,60.8,55.0,678,4.03,4.06,2.46
18016,0.24,Ideal,F,VVS1,61.8,55.0,678,4.0,4.03,2.48
18017,0.24,Ideal,E,VVS1,60.2,57.0,678,4.02,4.07,2.44
18018,0.24,Ideal,E,VVS1,61.4,57.0,678,3.99,4.03,2.46
18019,0.36,Ideal,G,VS1,62.3,57.0,678,4.55,4.57,2.84
18020,0.4,Good,F,SI1,63.6,59.0,678,4.64,4.67,2.96
18021,0.36,Very Good,G,VS1,60.6,60.0,678,4.57,4.61,2.78
18022,0.26,Very Good,F,VVS1,60.8,58.0,679,4.11,4.18,2.52
18023,0.39,Very Good,I,VS2,60.1,57.0,679,4.74,4.77,2.86
18024,0.31,Very Good,F,VS1,61.0,57.5,679,4.37,4.39,2.67
18025,0.31,Very Good,F,VS1,59.7,55.0,679,4.42,4.46,2.65
18026,0.41,Very Good,F,SI1,62.3,60.0,679,4.73,4.78,2.96
18027,0.4,Ideal,E,SI2,61.8,55.2,679,4.75,4.77,2.94
18028,0.26,Good,F,VVS1,64.0,57.0,679,4.06,4.03,2.59
18029,0.43,Premium,F,SI2,60.2,60.0,679,4.85,4.91,2.94
18030,0.3,Very Good,G,VVS1,61.9,55.0,680,4.31,4.32,2.67
